sentence,hate,category
আল্লাহ দেশ জাতিকে ব্যভিচারী ব্যভিচারনীর কবল রক্ষা করো,0,crime
আব্দুল জব্বার স্যার স্যালুট জানাই আপনাকে,0,entertainment
হুজুরটা নম্বর ভন্ড,0,religion
সানাই সালা পতিতা,1,entertainment
বাংলাদেশ প্রকাশ্যে খুন অতচ দাঁড়িয়ে নিহত ফেইসবুকে শোক পালন অভাব হয়না ইউটিউবে ভিডিও আপলোড অতচ সেদিন গুলো হিজড়াদের দাঁড়িয়ে প্রতিবাদ করত তাজা প্রাণ ঝরতনা ,1,crime
সালার পরিচালক হিন্দু বাজে নাটক তারে জোতা মারা ওচিত,1,entertainment
আলো ফাজলামী,0,crime
কাজটা কখনোই ভালো তাসকিনের কখনোই আশা,0,sports
গত শ্রীলঙ্কার সাথেও হইছে স্পিন উইকেটে নিজেরাই ফাইসা,0,sports
কাউয়া কাদের বড় মাগীখোর ভিডিও পিক দেখলে বুঝা লুচ্চা কাদের টা ঘন্টা বেশ্যাদের মেয়েদের চরিএ,1,politics
স্যানেলে পর্নো স্টার জনি সিন্সের রিপোর্ট চাই,0,entertainment
সরল এমনটি সমস্যা,0,crime
বোন বাবার কাধে গুয়া মারবো শালা বেশ্শার ডিম,1,sports
পালতু যত্তসব,0,crime
মারে বেনেরে সবাই মিলি চোদেন জাতে মাগির পোলা ভাল ভাল নিউচ খান মাগির পোলা ভাল জা,1,sports
এরাই ভন্ঠো এরাই শইতান,0,religion
তাহেরি তুয় ভারতে আছি তোকে জুতা মারবো,0,religion
এরকম মজা একদম পছন্দ খুশি পারলাম গুড় রইলো,0,sports
মারাজাছ মাগীর পুলা,1,sports
হালার মিরজাফর বাচ্চা গুলো চাঁদ মুখ খানা দেখাতে আইছে,1,celebrity
পাপনকে ভাগাতে,0,sports
খানকীর পোলা মুশফিক,1,sports
হিজলা নায়ক,1,"Meme, TikTok and others"
খেলোয়ারা হারামি পাসে খেলোয়ার,1,sports
দেব চৌধুরী সাংবাদিক ক্রিকেটে নিউজ কাভার,0,sports
মাগীর দালাল,1,"Meme, TikTok and others"
বিচারক একটাও উপস্থাপক মেয়েটির জুতার সমানও সম্মান শিখলি নাহ,0,entertainment
পয়েন্ট টপবিলের তলানিতে দলটা টুনামেন্ট শেষ তারাই সিজনের চ্যাম্পিয়ন হবার দাবি দার শুভ কামনা রইলো খুলনা রাজশাহী চিটাগাং,0,sports
কানখির পোলাকে জুতা মারতে মারতে হত্যা হউক,1,crime
নাস্তিক পুরুষ মহিলা বাংলাদেশে গুলারে জুতা পেটা অং সাং সুচীর দেশে পাঠিয়ে দেয়া হউক,1,religion
চুরের জিগাস করো,0,sports
মুশফিককে গালি দিছে,0,sports
মিননির মাগীর ফাঁসি হয়া,1,"Meme, TikTok and others"
মুন্নি মাগি এখোন পুলিশ দরেনা,1,crime
বুজলাম যেটা গটেছে পড়ে হ্যারেজ ম্যান সত্যি পোশাক পড়া লোকরা দেখছি নিশা খোর প্লিজ দয়া কেও আপনেরা দর্শক দের হয়রানি প্লিজ,0,sports
