sentence,hate,category
"খানকির পুলা বমিওয়ালা গর্ববতী, গোঁফ ছিড়ে পুটকিতে ভইরা দিমু, যেন পাদতেও না পারিস🐄",1,celebrity
চিল্লাইয়া মার্কেট পাওন যাইবো 😀 এরপরও একদল লোকে বলবে আমি বালানা আমিও বলি আমিতো বালা না বালা লইয়া থাকি 😂😂,0,crime
কি কেমেরা দিয়ে ভিডিও করছে ধোন ছামা কিছুই তো দেখা গেলনা,1,crime
বাংলার বাবা একটাও বাদ দেইনি🤣😂🤣😂 তাহেরি সাহেবের এতো বাবা কেম্নে হইল রে ভাই?🤣😂,0,religion
নিয়ে ভিডিও বানান,0,sports
পাগল ছাগল তোদের কাহিনীর সাথে বরগুনার বাস্তব কাহিনী একদম অমিল সালা বরগুনার পোলা বাল বানাইছ কিছু জানো না লাফ দিয়ে উঠে ভিডিও বানাইতে গেলি রাম পাঁঠা গুলা,1,crime
মাগিদের জালায় বিদেশে এসেও শান্তি নাই আজকের পর থেকে নরমাল ফোন ইউজ করবো,1,entertainment
আচোদার ঘরে মাষ্টার,1,entertainment
জারজের বাচ্ছারা অনেকদিন পর খাবার পেয়েছে।তাই কমেন্টবক্সে হুমড়ি খেয়ে পড়ছে।তাই কেউ বিভ্রান্ত হবেন না।,1,celebrity
এরা টাটকা শয়তান,0,religion
ভাই এতদিন জানতাম সব জায়গায় দুর্নীতি আছে কিন্তু এবার বাংলাদেশ ক্রিকেটের ভিতরেও দুর্নীতি আছে মাননীয় প্রধানমন্ত্রীর কাছে আমার অনুরোধ রইলো শুধু আমার একার না সারা বাংলাদেশ ক্রিকেট ভক্তদের এটাই দাবি সাকিব আল হাসানকে ফিরিয়ে আনা হোক আর যারা সাকিব আল হাসানকে ফাঁসিয়েছে অপবাদ দিয়েছে তাদের বিরুদ্ধে সঠিক এবং ন্যায্য তদন্ত করা হোক,0,sports
সাকিব কিভাবে বুবলি মাগির পাল্লায় পড়ে আপু কে ভুলে গেলে আমি অপু আপু কে অনেক অনেক ভাল বাসি,1,"Meme, TikTok and others"
কুত্তা কাদের।,1,politics
"তুই দালাল ,তুই দালাল।  গর্ত থেকে কেমনে সম্ভব জামায়াতের কাজকর্ম দেখার?? মিথ্যা আর কত বলবেন দালাল সাহেব??",1,celebrity
